text,system_response,emotion
우리 회사는 일을 잘하면 항상 보상을 챙겨줘서 일할 맛이 난다. 참 뿌듯해.,공정한 보상을 받으셔서 기쁘시군요.,기쁨
현재에 집중해야지. 그리고 지치지 않게 꾸준히 공부해야겠어.,현재에 집중해 자신의 길을 잘 찾길 바라요.,슬픔
응. 오늘 상담시간에 말씀드렸더니 속 시원하게 해결해 주셨지 뭐야.,선생님께서 상담을 잘 해주셨군요.,기쁨
그가 내 이름을 말할 때마다 나는 등이 아프고 오금이 저려.,학교에서 벗과 문제가 있나요?,슬픔
얼마 전에 버스에서 내리다가 다쳐서 발등에 금이 갔어.,발등에 금이 가셨다니 많이 아프셨겠어요. 지금은 괜찮아지셨나요?,분노
문제가 있을 때마다 솔직하게 대화하려고 한 게 비결이 아닐까.,솔직하게 대화하는 것이 첫사랑과 결혼할 수 있었던 이유라고 생각하시는군요.,기쁨
돈이 화목함을 만드는 건 아니지만 화목화려면 돈이 필요해.,화목함을 갖기 위해서는 돈이 필수라고 생각하시는군요.,기쁨
내가 좀 소심해서 남들 눈치를 많이 보는 편인데 그걸로 나한테 뭐라고 하고 친구들이 날 피하기 시작했어.,많이 속상하겠어요. 그래도 이 상황을 헤쳐나가기 위해 어떤 일을 할 수 있을까요?,슬픔
김 부장님이 실장님하고 나 때문에 언쟁을 벌이셨어.,당황스러운 상황이었겠네요.,기쁨
주변에 아파서 누워있는 친구들이 많은데 난 자전거를 탈 정도로 팔팔해.,자전거를 탈 정도로 건강하셔서 좋으시겠어요.,기쁨
엄마는 내가 살아갈 힘이 된데. 엄마가 날 그렇게 생각하는 줄 몰랐어.,어머니의 마음을 알게 되셨군요.,기쁨
정말 친한 친구였는데 이유 없이 내 연락을 받아주지 않으니 슬펐어.,지금 사용자님이 할 수 있는 행동이 있을까요?,슬픔
나는 정말 운이 좋은 사람 같아.,운이 좋은 사람이라고 생각하시는군요. 무슨 좋은 일 있으신가 봐요.,기쁨
난 가족들과 함께 건강하게 오래 살고 싶은데 노력은 나만 하고 있는 것 같아.,혼자서만 노력 한다는  기분이 드시는군요.,분노
진짜 화가 나.,무슨 문제가 있으신가요?,분노
맞아. 얼마나 됐다고 벌써 이러는지.,남자친구와 이 문제를 잘 해결하시길 바라요.,분노
건강한 줄만 알았던 몸에 이상이 있었어. 너무 당황스러워.,마음이 많이 혼란스러우시겠어요.,분노
응 맞아. 시험에 합격하면 꼭 효도할 거야.,시험에 합격하면 부모님께 효도하려 하시는군요.,기쁨
사회복지사에게 솔직하게 말하고 개선을 요청해야겠어.,개선을 요청하려고 하시는군요.,슬픔
지금 어머니는 밥도 안하시고 아버지도 얘기도 없으시고 완전 집이 정지된거 같어.,많이 힘드시겠네요 또 제가 필요하실때 말해주세요.,슬픔
만족스러운 결혼생활을 할 수 있을지가 걱정이 돼.,만족스러운 결혼생활이 될지 걱정되시는군요.,기쁨
부지런한 사람인 줄 알았는데 너무 게으른 사람이더라.,남편이 연애할 때의 모습과 달라서 실망스러우시다는 거군요.,슬픔
친구와 함께 같은 학교를 가기로 약속하고 지원했는데 나만 붙어서 미안하고 슬퍼.,이 상황에서 벗어나려면 어떻게 해야할지 생각해 보셨나요?,슬픔
나에게 투자를 권하는 담당자의 말을 들을지 말지 고민이야.,돈이 걸린 문제라 결정이 어렵겠어요.,분노
내가 가입한 보험사에게 우리 노후 상담까지 따로 도와주겠다고 해서 기뻐.,좋은 보험사를 선택하셔서 기쁘시겠어요.,기쁨
나이를 먹었다고 나를 무시해서 힘들어.,많이 괴롭고 힘드시겠어요.,분노
지금처럼 해나간다면 계속 친구들도 생기고 유학 생활도 훨씬 더 즐길 수 있을 것 같아.,앞으로도 지금처럼만 하면 친구도 많이 사귀고 유학 생활을 더 즐길 수 있을 거라고 자신하시는 것 같아요.,기쁨
내 은퇴 후 인생은 어떨지 궁금하다.,은퇴 후 계획이 잘 되어 있으신가 봐요.,기쁨
자기 돈을 아끼려고 자꾸 빌리는데 보기 좋지는 않더라고.,그 상황에서 어떻게 대처하셨나요?,분노
놀랐지. 정말 더러운 기분이야.,정말 나쁜 사람들이네요. 어떻게 그럴 수가 있죠? 많이 속상하셨을 텐데 어떻게 마음을 다스리고 계세요?,분노
내가 내 돈을 쓰려는데 가족들은 내 유산을 노리고 못 마땅히 여겨. 화가 나.,사용자님이 모아둔 돈을 유산으로 보는 가족들에게 화나셨나 봐요. 이런 건 어떻게 해결 해야 할까요?,분노
은퇴하고 할 일을 대비해 미리 자격증을 따 놨어.,그러시군요. 지금 기분이 어떠신가요?,기쁨
응 맞아. 시험에 합격하면 꼭 효도할 거야.,시험에 합격하여 부모님께 효도하시길 바랄게요.,기쁨
사실 그 동기라고 상사가 좋아서 살갑게 대하는 건 아니라고 생각해야겠어.,동기라고 상사가 좋아서 살갑게 대하는 건 아니라고 생각하며 동기를 미워하는 마음이 적어지길 노력하시려는군요.,분노
앞으로 집안일은 가족들에게 분담해서 도와달라고 해야겠어.,집안일 분담을 통해서 부담감을 줄이셨으면 좋겠어요.,슬픔
딸이 좋아하는 아이돌이 있는데 아내는 싫어해. 그런데 내가 딸한테 콘서트를 데려다 주기로 약속했어.,따님이 좋아하는 아이돌 콘서트를 함께 가기로 하셨군요.,기쁨
아빠가 운전 중에 핸드폰을 사용하셨나보더라고. 습관이신 것 같은데 정말 걱정이야.,운전 중에 핸드폰을 사용하신다니 걱정이 많이 되시겠어요. 이 상황을 벗어나려면 제일 먼저 어떻게 하는 게 좋을까요?,기쁨
은퇴를 하고 나니 아무것도 안하고 쉬고 싶어. 의욕도 없고 만사가 귀찮아.,은퇴 후 우울하시군요.,슬픔
며칠 동안 마음고생이 심했는데 이제는 마음이 편해.,다시 강아지와 함께하게 돼서 정말 좋으시겠어요.,기쁨
오늘은 목욕을 해볼까 해. 따뜻한 물에 담그면 기분이 좋아질 것 같아.,기분을 나아지게 하는 방법으로 목욕 외에 또 무엇이 있을까요?,슬픔
내 부인이 아파서 내가 요새 돌보고 있네.,아내분을 돌보시느라 고생 많으시겠어요.,분노
나도 나중에 학생들의 문제를 세심하게 살피는 교사가 되고 싶어.,경험을 통해 좋은 교사가 되길 바라요.,기쁨
새로운 마음으로 다시 시작해야겠어. 그리고 아내와 자식들에게 더 다정한 아빠가 돼야겠어.,지금의 결심으로 모든 일이 다 잘 되길 바라요!,슬픔
매일 연락해서 귀찮게 하는 사람이 있어. 연락을 차단할까 봐.,귀찮은 연락을 차단할 방법을 고민하시는군요.,분노
내가 무슨 말을 하면 알아서 한다면서 나를 무시하고 화만 내네.,자녀분에게 무시당한다는 생각이 드시는군요. 마음이 아프시겠어요.,분노
이번 시험 문항에 내가 공부하지 않은 부분이 출제되어서 짜증나.,공부하지 않은 부분이 시험 문제로 나와서 억울하셨겠어요.,슬픔
내 의견은 중요하지도 않다 생각해서 속상해.,의견은 중요하지 않다 생각해서 속상하시군요.,슬픔
내 생일에 건강식품을 사주겠다던 딸이 사 오지 않아서 조금 실망했어.,딸이 약속을 지키지 않아서 실망하셨군요.,슬픔
저축을 늘리려고 해. 미래를 위해 투자를 늘려보고 싶어.,대학 친구에게 장소에 대해 물어보려 하시는군요.,기쁨
다음에도 같이 갈 수 있으면 좋겠어.,다시 한번 가족과 함께 찜질방에 가려면 어떻게 해야 할까요?,기쁨
교육도 교육이지만 꾸준히 저축을 하면서 노후 준비를 해야 하는데 걱정이야.,꾸준한 저축으로 노후준비를 못 하고 계시는 상황이 답답하시겠어요. 아내분과 얘기를 나누어 보셨나요?,분노
위암으로 입원한 것도 싫은데 밥까지 내가 싫어하는 반찬만 나오네. 냄새만 맡아도 구역질이나.,맛있는 걸 드시고 싶으셨을 텐데 화가 나셨겠어요.,분노
맞아. 책임감도 느껴지지만 한편으론 세상을 다 얻은 듯 든든하기도 해.,예쁜 아기의 모습에 마음이 든든하신 것 같군요. 아기를 잘 키우기 위해 무엇을 하면 좋을까요?,기쁨
움직이기 힘들더라도 꾸준히 조금씩 운동하며 힘내서 건강을 되찾고 싶어.,운동을 통해서 건강을 되찾으셨으면 좋겠어요.,슬픔
아내가 눈이 안 좋아지면서 바다를 못 보게 될까 봐 많이 두려워했어.,아내 분이 바다를 많이 좋아하셨나 봐요.,기쁨
내가 쟤를 어떻게 키웠는데 세상에 이런 경우가 어디 있지?,딸의 태도에 정말 화가 나시겠군요.,분노
몇 년간 빌붙은 것도 아닌데 요즘 들어 나한테 함부로 대해.,이 상황에 어떤 일들이 도움이 될까요?,분노
난 내 외모가 정말 싫고 흉측하게 느껴져,그렇게 느끼게 된 이유가 있으세요?,분노
나는 왜 이런 질병을 안고 태어난 건지 모르겠어. 너무 슬퍼서 눈물이 나.,몸이 아파 더 힘드시군요. 이 상황에서 앞으로 할 수 있는 일은 무엇이 있을까요?,슬픔
나 곧 수술해. 좀 불안하긴 한데 믿음직스럽기도 하네.,수술을 앞두고 불안하고 걱정이 되는군요. 그래도 믿음직스럽다니 신뢰를 주는 분이 계신가요?,기쁨
뭐부터 해야 할지 감도 안 오는데.,지금 바로 할 수 있는 일은 무엇이 있나요?,분노
다른 일을 할 수 있으면 좋겠지만 나이가 드니까 오란데도 없고.,나이 제한이 걱정되시는군요.,분노
그런데 내 여자친구가 병문안 와서 종일 간호해 주었어.,좋은 여자친구를 두셨네요.,기쁨
응. 같이 다음 주에 밥을 먹기로 해서 기분이 너무 좋아.,다음 주에 식사 약속을 잡으셨군요.,기쁨
여자친구랑 헤어졌어. 이제 이런 슬픔은 겪고 싶지가 않아.,여자친구와 헤어지셔서 매우 힘든 것처럼 보여요.,슬픔
부모님과 자녀와 다 같이 살고 있는데 돈이 부족해.,자금 문제 때문에 마음이 아프시군요.,슬픔
집사람이 병원에서 시한부 판정을 받았어. 그동안 가정을 위해 얼마나 열심히 가정을 꾸려왔는데.,아내분이 시한부 판정을 받아서 많이 걱정되시겠어요.,슬픔
갑작스러운 교통사고로 병원에 입원하게 되었어. 그런데 친구들이 아무도 병문안을 오지 않았어.,친구 분들이 아무도 병문안에 오지 않았군요.,슬픔
식사관리와 약 그리고 혈압까지 신경 쓰고 있어. 살려면 어쩔 수 없어.,건강관리 잘 하셔서 호전되셨으면 좋겠어요.,분노
사람들에게 맛있는 과일을 선물 주고 싶어.,같은 병실 사람들에게 맛있는 과일을 선물로 드릴 거군요.,기쁨
어제 남자친구와 헤어지게 되었어. 마음이 아파.,안 좋은 일이 있으셨군요. 혹시 이유를 물어봐도 될까요?,슬픔
내 마음대로 안 되는 나의 이런 감정과 상황에 대해서 솔직하게 밝히고 이해를 구해야겠어.,진솔한 대화를 통해 서로의 진실한 마음이 전달되기 바래요.,슬픔
회사가 거래처 문제를 나한테 떠넘겨놓고 나보고 책임지래.,그럼 일을 당하다니 정말 슬프시겠어요.,슬픔
맞아. 이제야 한시름 놓고 마무리 준비를 하면 될 것 같아.,예식 일정 문제가 해결되어서 한결 가벼운 마음으로 준비할 수 있겠네요.,기쁨
응. 주변 사람 만나기도 힘들고 부모님 눈치 보여서 계속 우울하네.,평소 우울할 때 어떻게 기분 전환을 하셨나요?,슬픔
지금 이 상황이 너무 꿈만 같고 기억에 남는 추억으로 간직하고 싶어.,지금 상황을 추억으로 간직할 수 있는 방법에는 어떤 것이 있을까요?,기쁨
나랑 안 맞는 것 같아. 무리하게 언제까지 버텨야 하는지 한숨만 나와.,억지로 해야 하니 매우 답답하시겠지만 힘내세요!,분노
친구가 진정 친구가 맞을까? 그냥 필요할 때만 찾는 사람인 거 같아.,필요에 의해 친구를 만나는 경우가 많으시군요.,슬픔
이제 아내와 함께 제이의 인생을 살아야지. 서로 건강을 챙기면서 잘 살 거야.,건강을 챙기며 아내와 제이의 인생을 즐기려고 하시는군요.,기쁨
아무것도 없어. 내가 할 수 있는 건 아무것도 없어서 눈물만 나.,사용자님을 위로해줄 사람이 있었으면 좋겠어요.,슬픔
정말 오래된 친구인데 일단 돈을 함부로 빌려준 게 후회되고 마음이 너무 상했어.,친구분의 행동에 상처받고 배신감을 느끼신 것 같아요.,슬픔
밑에서 후배들은 치고 올라오는 데 몸은 따라주지 않고 힘들어.,힘드셨겠어요. 이 감정에서 벗어나려면 어떻게 하는 게 좋을까요?,분노
나는 대학교를 나오지 못했다는 이유로 점점 회사에서 밀려 잘랐어.,회사에서 잘려서 슬프시겠어요.,슬픔
아들이 나 몰래 지갑에서 돈을 빼가고 있었더라고 완전 어이가 없어.,많이 어이가 없고 화가 났겠어요.,분노
보험 하나 들어 달라고 하시더군. 노후가 보장이 안 되니 일을 시작하신 모양이야.,보험 일을 하시는군요.,슬픔
정신과 약을 먹고 있는데 잠이 그렇게 오네.,약 때문에 잠이 많아지셨나요?,슬픔
내 잘못인 것 같은 느낌이 너무 드는데 시간이 흐르면 좀 괜찮아지겠지.,지금은 너무 당황스러우시겠지만 시간을 좀 보내면서 마음을 다잡기를 바랄게요.,분노
딸을 위해 내가 해준 게 뭔지 모르겠어. 괜히 내가 잘 못 해줘서 죽은 것 같아.,자신이 잘못했다고 생각하시는군요. 어떻게 해야 마음이 진정이 될까요?,분노
역시 일의 효율은 상호존중이 일어나야 극대화되는 것 같아. 최고야.,그렇군요. 앞으로도 쭉 극대화되게 하기에 좋은 방법이 있을까요?,기쁨
친구들이랑 놀이공원 가려고 약속 잡아놨어. 상상만 해도 신난다.,동무들과 즐겁게 놀다 오셨으면 좋겠어요.,기쁨
나한테도 엄마가 있었으면 좋겠어. 이렇게 아파서 누워 있을 때면 엄마의 빈자리가 더욱 그리워.,몸이 아플 때 어머니가 더 많이 생각나셔서 마음이 슬프시겠어요.,슬픔
공부도 정말 잘하고 어떤 일이든 자신 있게 임해.,자신 있는 부분에 대해 신뢰감을 가지고 계시는군요.,기쁨
졸업 후 정신 없이 취업 준비를 해야하는데 부모님의 지원 덕에 마음이 편하다!,쫓기듯 취업하는 바쁜 시기에 여유가 생겨서 다행이에요!,기쁨
일이 너무 바빠서 가까운 곳이라도 갈 시간이 없어.,일이 바빠서 힘들군요. 멋진 휴가가 다음엔 기다리고 있을 거예요.,분노
스트레스를 받아도 참고만 살았는데 결국 병에 걸리고 말았어.,참고만 살았는데 병에 걸리셔서 많이 슬프시겠어요.,슬픔
우리 딸은 시키지 않아도 공부를 열심히 해. 딸만 보면 너무 기특해.,시키지 않아도 열심히 하는 딸이 자랑스러우시겠어요.,기쁨
컴퓨터만 붙잡고 있는 내 모습이 한심해.,이 상황을 어떻게 이겨내야 할까요?,분노
그동안 못했던 얘기들을 오랜만에 나누었어.,대화를 나누시니 어떤 기분이신가요?,기쁨
밤에 안 들어오면 너무 걱정되지.,아이와 갈등을 줄이기 위해 어떤 방법이 있을까요?,분노
허례허식인 것 같아서 생략하고 싶은데 상대방은 그렇게 하고 싶어 하지 않아.,상대방과 의견이 달라서 결혼 준비 과정이 어려우시겠어요.,분노
응. 나랑 제일 친한 친구면 좋겠는데.,가장 친한 친구가 되고 싶으시군요.,분노
성과급이 많이 나온다는 점이 제일 좋아.,성과급이 많은 점이 가장 마음에 드시는군요.,기쁨
예전엔 내 뜻대로 바꾸려고 했는데 있는 그대로 받아들이려고 마음을 바꾸었거든.,남편분을 있는 그대로 받아들이기로 하셨군요.,기쁨
요즘 일이 많아서 그런지 허리가 안 좋은 것 같아.,너무 일이 많은가 보네요.,슬픔
남편이 사업을 시작하겠다고 상의도 없이 은행에서 큰돈을 빌렸는데 정말 화가 나.,남편이 사업을 한다고 큰돈을 빌려서 화가 나시는군요.,분노
남편이 아이를 원해서 가졌는데 하나도 도움이 되질 않아. 내 몸만 힘든 느낌이야.,임신하게 되면 많은 것이 바뀌죠. 어떨 때 더 힘드신가요?,분노
나 혼자 정할 수 있는 게 아니긴 하지만 새 프로젝트의 중역으로 일을 성공적으로 이끌고 싶어!,좋은 목표네요. 늘 당신을 응원할게요.,기쁨
오늘 전학생이 말거는데 말걸지 말라고했어. 다 걜 위한거니까.,전학생이 말걸지 않았으면 하는 이유가 있나요?,분노
집에 있는 고기로 요리해야겠어.,고기로 다시 요리를 선택하는 이유는 무엇일까요?,슬픔
그 노인이 형편이 어렵다지 뭐야. 내가 모아둔 돈이 있어 좀 도와준 거야.,선행을 베푸시다니 마음이 정말 뿌듯하시겠어요. 오늘의 기쁜 마음으로 무엇을 하실 건가요?,기쁨
고질병때문에 오랫동안 병원신세를 졌었거든. 근데 이제 퇴원해도 좋대!,건강이 좋아지셔서 퇴원하시게 되어 정말 기분이 좋으시겠어요.,기쁨
다리가 불편하니 친구들과 축구 등 운동을 할 때 나 자신이 무가치하게 느껴져.,불편한 다리 때문에 스스로가 무가치하게 느껴지시는군요.,분노
동기는 없지만 선배들과 상사들이 나를 존중하고 대우하는 것 같아서 분위기가 아주 편안해.,편안한 분위기라니 다행이네요. 어떤 부분에서 존중받았다고 느끼나요?,기쁨
요즘 내 삶의 만족도가 최고인 거 같아.,따님의 탄생이 삶의 만족도를 최고로 끌어올려 주는군요.,기쁨
나는 사람하고의 관계가 귀찮아. 다 부질없는 것 같아.,사람과의 관계에 큰 가치를 두지 않으시는군요.,슬픔
몸이 힘든 것도 그렇지만 무엇보다 마음의 여유가 없어 자꾸 예민해지는 것 같아.,이럴 때 기분이 나아질 방법이 뭐가 있을까요?,분노
아내가 쇼핑에 돈을 너무 많이 써서 화가 나.,아내가 쇼핑에 돈을 많이 써서 화가 나셨군요.,분노
우리 회사는 할당된 업무만 제 시간에 마치면 출퇴근이 자유로워서 편해.,자기 일만 마치면 출퇴근이 자유롭다니 편안하시겠군요.,기쁨
지난 몇 달 동안 나를 괴롭힌 옆 반 아이가 이번 학기엔 같은 반이 되었어. 어떡하지?,괴롭혔던 아이랑 같은 반이 되었다니 놀랍고 무서웠겠어요.,슬픔
연휴에 외갓집으로 가다가 교통사고가 나서 부모님이 돌아가셨어. 홀로 어떻게 살아가지.,부모님을 잃어 힘드시겠군요 힘내세요.,슬픔
다리가 불편해서 혼자 씻기가 힘든데 엄마는 관심이 없으셔. 내가 너무 불쌍한 것 같아.,어머니가 관심을 가져주지 않아서 자신이 불쌍하다고 느끼시는군요.,슬픔
응. 얼른 동아리 활동하고 싶어.,즐겁게 동아리 활동하면 좋을 것 같아요.,기쁨
오늘 면접 발표날이거든.,면접 결과를 기다리고 계시군요.,분노
나에게도 이런 날이 올 거라고 상상도 못 했어.,정말 행복하시겠어요. 건강히 출산하시기를 바라요.,기쁨
그렇지? 참 왜 그렇게 개념이 없는지 모르겠어. 난 도저히 이해할 수가 없어.,네. 엄청 기분이 안 좋았을 것 같아요.,분노
학교에 폭력적인 아이들이 많아서 학교 다니기가 싫어.,학교에서 무슨 일 있었나요?,분노
좋은 사수를 만난 것이 복인 것 같아. 일을 빠르게 배우고 있다고 사수에게 칭찬도 들었어.,좋은 사수를 만나서 다행이군요. 일을 빨리 배우는 비결이 있을까요?,기쁨
은퇴 후에 집을 지어서 살려고 열심히 모은 돈이라서 더 화가 나.,매일매일 힘드시겠어요. 현재의 감정에서 벗어나기 위해 어떻게 하면 좋을까요?,분노
편안한 시간을 보장해주는 만큼 업무 시간에 더 집중하는 직원들이 늘었어.,예전에 이런 일이 있었을 때는 어떻게 하셨나요?,기쁨
내 나이가 적지 않은 나이인데 좋은 제안이 들어와서 이직을 하게 된 것에 대해 감사해.,좋은 조건으로 이직을 하게 되셨다니 축하해요.,기쁨
부모님의 지나친 간섭으로 혼자 할 수 있는 게 없다는 생각이 들어. 눈물 나.,부모님의 지나친 간섭으로 혼자 할 수 있는 게 없다는 생각이 들어 눈물이 나는가 보군요.,슬픔
스펙을 높이기 위해 다른 사람보다 더 열심히 했어야 했는데 도대체 그동안 뭘 한 걸까.,이 상황에서 할 수 있는 것이 무엇이 있을까요?,분노
이 나이에 친구가 뭐가 필요한가 싶어.,친구가 필요 없다 생각하시는 이유가 있으신가요?,슬픔
딸에게 우리의 월세를 대신 내달라고 할 때마다 너무 괴롭고 슬퍼.,따님에게 월세를 대납하도록 할 때마다 슬프신 모양이에요.,슬픔
친구와 사이 좋게 지내는 방법에 대해 교육해야겠어.,그것 참 좋은 생각인 것 같아요. 아드님이 앞으로는 싸우는 일 없으면 좋겠어요.,분노
내일 노인정에 가서 다들 조심하라고 욕 좀 실컷 해야겠어.,노인정에서의 대화로 마음이 잘 풀리셨으면 좋겠어요.,분노
그래서 퇴근하고 놀이공원에 가기로 했어.,퇴근 이후에 하기로 했던 걸 하기로 하셨군요.,분노
남자친구랑 하나씩 차근차근 준비해야지. 남자친구가 날 많이 맞춰주기로 했어.,행복한 결혼생활 하시길 바라요.,기쁨
운동이 이렇게 좋은 줄 알았으면 진작에 할걸 그랬어.,운동을 시작하고 어떤 부분이 더 좋아지신 것 같아요?,기쁨
다른 예식장에 전화해서 제일 마지막 예식 시간이 언제인지 알아봐야겠어.,예약이 가능한 시간이 있으시길 바랄게요.,슬픔
펑펑은 아니더라도 조금은 즐기며 살 수도 있었는데 힘들게만 하고. 그리 살았어야 했나 싶어.,그래도 가족을 생각하는 따뜻한 마음이 느껴지네요.,슬픔
입사한 지 삼 년이나 되었는데 아직도 계약직이라니 너무 슬퍼.,삼 년이나 계약직이라 기분이 안 좋으시군요.,슬픔
스스로의 자존감을 낮추고 피해의식에 사로 잡혀 일을 그르쳐서는 안 되지 않겠는가?,스스로의 자존감이 중요하다고 생각하시는군요.,분노
너무 억울하고 슬퍼. 내가 줄 수 있는 한 아이에게 다 투자했는데 알아주지를 않으니.,어떻게 하면 아이가 마음을 알아줄 수 있을까요?,슬픔
요즘엔 취업하기 너무 어려워. 이게 다 내가 부족한 탓일까?,이 상황을 벗어나기 위해 할 수 있는 일은 무엇이 있을까요?,분노
좋아하는 친구들과 여행을 가면 즐겁겠지. 추억도 많이 생길 거야.,친구들과 함께 하는 여행하면 즐겁고 추억을 만들기에 좋다고 생각하시는군요.,기쁨
진로가 고민인데 한부모 가정이라 부모님과 함께 얘기하기도 눈치 보여. 너무 슬퍼.,한부모 가정이라 함께 얘기하기 눈치 보이셨군요. 슬프시겠어요.,슬픔
새 출발을 할 수 있도록 응원을 해드려야겠어.,어떤 방식으로 응원하는 것이 아버지에게 도움이 될까요?,슬픔
건강 검진 결과 보니 아직 튼튼한 거 같아 안도가 되네.,건강하셔서 마음을 놓으셨군요. 특이 사항은 없나 보네요?,기쁨
고마워. 앞으로도 더 열심히 살아가며 더 멋있는 스펙을 쌓을 거야.,항상 응원하겠습니다.,기쁨
딸이 아이를 잘 낳을 수 있기만 하다면 정말 좋을 것 같아.,딸의 출산이 잘 되었으면 하시는군요.,기쁨
딸이 아침에 비명을 질러 놀라서 나가보니 그냥 나비가 딸 팔위에 앉은 것이라 안심했어.,처음엔 놀라셨겠지만 그냥 나비가 앉은 것뿐이었군요.,기쁨
더 이상 살고 싶지 않다.,삶을 포기하고 싶다고 느끼게 된 계기가 무엇인지 말씀해 주실 수 있으신가요?,분노
일단 삼천만 원 맡겨 보려고 해. 그 이후에 금액을 천천히 늘려 갈 거야.,며느님께서 실력 발휘를 하셨으면 좋겠어요.,기쁨
이제라도 더 악화되지 않게 음식을 신경 써야겠어.,앞으로 계속 건강하셨으면 좋겠어요.,슬픔
내가 서울대 못갈것 같아서 조마조마했는데 성적표를 보니 이미 가고 남을 것 같아서.,가시고 싶은 대학을 가실 수 있어서 안도감이 드시는군요.,기쁨
학교에 불편한 사람이 없어서 너무 마음이 편하고 여유로워.,학교에 불편한 사람이 없어서 마음이 편하고 여유로우실 것 같아요.,기쁨
더 늦기 전에 서둘러서 사과하고 인사해야겠어.,더는 후회하지 않도록 사람들에게 사과하고 인사하시려는군요.,슬픔
노인정에서 건강검진을 했는데 내가 제일 만성질환이 적고 건강해서 뿌듯해.,건강이 좋다는 결과가 나와서 기쁘셨군요.,기쁨
체육 실기에서 영점을 받았어. 나는 체육에 소질이 없는 것 같아서 슬퍼.,사용자님의 슬픔을 덜 방법은 없을까요?,슬픔
와이프가 만성 위염이라고 판정을 받았어. 너무 걱정되고 안쓰러워.,아내가 만성 위염 판정을 받아서 많이 안쓰러우시군요.,슬픔
서로 번갈아서 자기가 원하는 걸 하는 건 어떨지 대화해 보려고 해.,맛있는 음식점을 찾아서 같이 가면 좋겠네요.,기쁨
회사에 출근하기 전까지 친구들이랑 추억을 남기고 싶어.,어떻게 하면 좋은 추억을 남길 수 있을까요?,기쁨
모아뒀다가 나중에 집을 구하고 싶어.,성공하셔서 꿈을 꼭 이루시면 좋겠어요.,기쁨
남편과 대화를 해 봐야겠어.,남편과의 대화로 기분이 나아지면 좋겠네요.,슬픔
이 직업을 선택하길 잘했어.,직업에 만족감을 느끼시는군요.,기쁨
일단 동료가 민망하지 않도록 단둘이 얘기할 자리를 만들어 봐야겠어.,두 분이서 얘기해 보시고 생각한 대로 일이 잘 해결되었으면 좋겠어요.,슬픔
병원에 다니면서 빨리 틱장애를 치료받아야겠어.,좋은 병원에 가셔서 틱장애를 빨리 완치하시길 바랄게요.,슬픔
결혼 준비하는데 정말 사소하게 준비할 게 많아서 너무 성가셔.,준비할 게 많아서 힘드시군요.,분노
친구들을 만나 브런치를 먹으니까 마음이 편해졌어.,친구들과 브런치를 먹어 마음이 편하시군요.,기쁨
고향 친구들과 익숙한 장소에서 담소를 나누고 싶어. 전화라도 해볼까?,도와줄 수 있는 사람에게 연락해보는 것도 좋은 방법인 것 같아요.,분노
아내가 내 건강을 걱정해서 한약을 지어왔는데 먹으나 안 먹으나 몸 상태가 똑같아서 짜증이 나.,한약을 먹어도 아무 소용이 없어서 짜증이 나시는군요.,분노
건강함을 유지하려면 어떡해야 할지 고민이야.,어떻게 하면 건강을 오래 유지할 수 있을까요?,기쁨
과장님이 뜨끔할 만한 말을 해주고 싶어.,어떻게 하면 따끔하게 한 말씀 드릴 수 있을까요?,분노
아직 모르는 게 많기는 하더라고.,자녀 분들에게 무엇을 해 주고 싶으세요?,기쁨
평생 일만 했던 나 자신이 안쓰럽기도 하고 우울해.,어떻게 하면 이 상황이 나아질까요?,슬픔
열심히 공부했는데 성적이 별로야.,노력했던 것보다 성적이 좋지 않아서 속상하시겠어요.,슬픔
엄마랑 길 가다가 엄마 친구를 만났는데 나보고 잘생겼다고 칭찬해 주셨어.,잘 생겼다고 칭찬받아서 기분이 좋았겠네요.,기쁨
친한 친구가 원하는 대학에 합격했어! 재수 중이라 걱정했는데 정말 잘됐어!,친한 친구의 합격 소식 덕분에 뿌듯하고 기쁘셨겠어요.,기쁨
가게에 대한 정보와 잘할 수 있는 방법을 알려주어야겠어.,그렇게 했을 때 그려지는 최선의 모습은 어떤 것인가요?,기쁨
서류를 삼십 군데나 넣었는데 다 탈락했어. 알바로 버티기에도 한계라서 너무 슬퍼.,취업을 위해 서류를 넣었는데 다 탈락해서 슬프시군요.,슬픔
친구랑 진지하게 대화를 해봐야겠어.,친구와의 진지한 대화를 시도하려고 하시는군요.,분노
그래도 어렵게 취업한 곳이니 계속 다녀야겠지?,고민이 되지만 어렵게 취업한 곳이니 계속 다녀야 겠다고 생각하시는군요.,슬픔
나는 정말 신혼 생활이 즐거워.,신혼 생활이 어떤 점이 즐거우세요?,기쁨
매일 똑같은 일 반복되고 달라지는 것도 없고 지겨워.,반복되는 일상 속에서 지루함을 느끼고 계시는군요.,슬픔
내가 따돌림당하고 있다는 걸 선생님께 말씀드리고 났더니 훨씬 편해졌어.,어떤 일이 있었던 건지 더 자세히 말씀해 주시겠어요?,기쁨
서로 입장을 바꿔서 한번 생각해 보려고. 그럼 자식과 조금은 말이 통하지 않을까 해.,생각하신 만큼 자식과 좋은 결과 있으시길 바라요.,슬픔
너무 낙담해서 회사에 나가기 싫어.,직장에서 추진한 일이 취소되어 너무 낙담하셨군요.,분노
남편을 믿고 주변에서 조언을 해주는 수밖에 없지.,성공적인 사업이 되길 바라요.,분노
